accepted_name,taxon_name,reported_names,genus,family,subfamily,taxon_rank,accepted_name_authorship,taxon_id,accepted_taxon_id,taxa_taxon_list_id,occurrence_count,location_count,location_ids,location_names,cd_nom,cd_ref,taxref_scientific_name,taxref_accepted_name,taxref_rank,taxref_family,taxref_order,taxref_status,taxref_vernacular_fr,taxref_match_type,taxref_match_note,inpn_url
Chrysocrambus cassentiniellus,Chrysocrambus cassentiniellus,Chrysocrambus cassentiniellus,Chrysocrambus,Crambidae,Crambinae,Species,"(HERRICH-SCHÄFFER, [1848])",EBMSM0000000010392,EBMSM0000000010392,456624,1,1,395725,Voutenay_ThalOeufs,820673,248257,"Chrysocrambus cassentiniellus (Herrich-Schäffer, 1848)","Chrysocrambus linetella (Fabricius, 1781)",species,Crambidae,Lepidoptera,Synonym,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/820673
Chrysoteuchia culmella,Chrysoteuchia culmella,Chrysoteuchia culmella,Chrysoteuchia,Crambidae,Crambinae,Species,"(LINNAEUS, 1758)",EBMSM0000000010285,EBMSM0000000010285,456517,4,4,395447 | 395725 | 395764 | 397624,Sur Mancy (Macornay) | Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | Mesves_IDB2,248314,248314,"Chrysoteuchia culmella (Linnaeus, 1758)","Chrysoteuchia culmella (Linnaeus, 1758)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248314
Crambus lathoniellus,Crambus lathoniellus,Crambus lathoniellus,Crambus,Crambidae,Crambinae,Species,"(ZINCKEN, 1817)",EBMSM0000000010297,EBMSM0000000010297,456529,1,1,395447,Sur Mancy (Macornay),248311,248311,"Crambus lathoniellus (Zincken, 1817)","Crambus lathoniellus (Zincken, 1817)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248311
Crambus pascuella,Crambus pascuella,Crambus pascuella,Crambus,Crambidae,Crambinae,Species,"(LINNAEUS, 1758)",EBMSM0000000010286,EBMSM0000000010286,456518,1,1,397620,Mesves_IDB1,248304,248304,"Crambus pascuella (Linnaeus, 1758)","Crambus pascuella (Linnaeus, 1758)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248304
Cydalima perspectalis,Cydalima perspectalis,Cydalima perspectalis,Cydalima,Crambidae,Spilomelinae,Species,"(WALKER, 1859)",EBMSM0000000010745,EBMSM0000000010745,456977,3,2,395447 | 395764,Sur Mancy (Macornay) | Voutenay_Thalsansoeufs02,645061,645061,"Cydalima perspectalis (Walker, 1859)","Cydalima perspectalis (Walker, 1859)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/645061
Eudonia delunella,Eudonia delunella,Eudonia delunella,Eudonia,Crambidae,Scopariinae,Species,"(STAINTON, 1849)",EBMSM0000000010228,EBMSM0000000010228,456460,1,1,395763,Remoray Zh1 ouef,248341,248341,"Eudonia delunella (Stainton, 1849)","Eudonia delunella (Stainton, 1849)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248341
Eudonia mercurella,Eudonia mercurella,Eudonia mercurella,Eudonia,Crambidae,Scopariinae,Species,"(LINNAEUS, 1758)",EBMSM0000000010234,EBMSM0000000010234,456466,4,3,395441 | 395447 | 395725,côte de Mancy (Lons-le-Saunier) | Sur Mancy (Macornay) | Voutenay_ThalOeufs,248345,248345,"Eudonia mercurella (Linnaeus, 1758)","Eudonia mercurella (Linnaeus, 1758)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248345
Evergestis extimalis,Evergestis extimalis,Evergestis extimalis,Evergestis,Crambidae,Evergestinae,Species,"(SCOPOLI, 1763)",EBMSM0000000010542,EBMSM0000000010542,456774,1,1,396800,Bure - Oeuf,248210,248210,"Evergestis extimalis (Scopoli, 1763)","Evergestis extimalis (Scopoli, 1763)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248210
Evergestis forficalis,Evergestis forficalis,Evergestis forficalis,Evergestis,Crambidae,Evergestinae,Species,"(LINNAEUS, 1758)",EBMSM0000000010540,EBMSM0000000010540,456772,3,3,396020 | 397620 | 397624,Remoray forêt1 vide | Mesves_IDB1 | Mesves_IDB2,248209,248209,"Evergestis forficalis (Linnaeus, 1758)","Evergestis forficalis (Linnaeus, 1758)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248209
Mecyna asinalis,Mecyna asinalis,Mecyna asinalis,Mecyna,Crambidae,Spilomelinae,Species,"(HÜBNER, [1819])",EBMSM0000000010721,EBMSM0000000010721,456953,4,2,395725 | 395764,Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02,248116,248116,"Mecyna asinalis (Hübner, 1819)","Mecyna asinalis (Hübner, 1819)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248116
Mecyna flavalis,Mecyna flavalis,Mecyna flavalis,Mecyna,Crambidae,Spilomelinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000010713,EBMSM0000000010713,456945,1,1,399051,Solanetta_rnn_mantet,248112,248112,"Mecyna flavalis (Denis & Schiffermüller, 1775)","Mecyna flavalis (Denis & Schiffermüller, 1775)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248112
Nascia cilialis,Nascia cilialis,Nascia cilialis,Nascia,Crambidae,Pyraustinae,Species,"(HÜBNER, 1796)",EBMSM0000000010628,EBMSM0000000010628,456860,2,2,396710 | 396712,Piège 1 - cariçaie - marais de Saône | Piège 2 - aulnaie - marais de Saône,248139,248139,"Nascia cilialis (Hübner, 1796)","Nascia cilialis (Hübner, 1796)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248139
Ostrinia nubilalis,Ostrinia nubilalis,Ostrinia nubilalis,Ostrinia,Crambidae,Pyraustinae,Species,"(HÜBNER, 1796)",EBMSM0000000010641,EBMSM0000000010641,456873,3,2,395878 | 397624,Piège 1 - boisement feuillus jeunes - Sauvagney | Mesves_IDB2,248127,248127,"Ostrinia nubilalis (Hübner, 1796)","Ostrinia nubilalis (Hübner, 1796)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248127
Palpita vitrealis,Palpita vitrealis,Palpita vitrealis,Palpita,Crambidae,Spilomelinae,Species,"(ROSSI, 1794)",EBMSM0000000010743,EBMSM0000000010743,456975,1,1,396714,Piège 1 - boisement feuillus jeunes - Sauvagney,248104,248104,"Palpita vitrealis (Rossi, 1794)","Palpita vitrealis (Rossi, 1794)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248104
Parapoynx stratiotata,Parapoynx stratiotata,Parapoynx stratiotata,Parapoynx,Crambidae,Acentropinae,Species,"(LINNAEUS, 1758)",EBMSM0000000010475,EBMSM0000000010475,456707,4,4,395725 | 396710 | 396795 | 397624,Voutenay_ThalOeufs | Piège 1 - cariçaie - marais de Saône | Bure - sans-oeuf | Mesves_IDB2,248232,248232,"Parapoynx stratiotata (Linnaeus, 1758)","Parapoynx stratiotata (Linnaeus, 1758)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248232
Paratalanta hyalinalis,Paratalanta hyalinalis,Paratalanta hyalinalis,Paratalanta,Crambidae,Pyraustinae,Species,"(HÜBNER, 1796)",EBMSM0000000010595,EBMSM0000000010595,456827,1,1,395447,Sur Mancy (Macornay),248121,248121,"Paratalanta hyalinalis (Hübner, 1796)","Paratalanta hyalinalis (Hübner, 1796)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248121
Paratalanta pandalis,Paratalanta pandalis,Paratalanta pandalis,Paratalanta,Crambidae,Pyraustinae,Species,"(HÜBNER, [1825])",EBMSM0000000010593,EBMSM0000000010593,456825,1,1,396022,Remoray forêt2 oeufs,248120,248120,"Paratalanta pandalis (Hübner, 1825)","Paratalanta pandalis (Hübner, 1825)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248120
Patania ruralis,Patania ruralis,Patania ruralis,Patania,Crambidae,Spilomelinae,Species,"(SCOPOLI, 1763)",EBMSM0000000010711,EBMSM0000000010711,456943,3,2,396712 | 396714,Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney,918133,918133,"Patania ruralis (Scopoli, 1763)","Patania ruralis (Scopoli, 1763)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/918133
Pyrausta aerealis,Pyrausta aerealis,Pyrausta aerealis,Pyrausta,Crambidae,Pyraustinae,Species,"(HÜBNER, 1793)",EBMSM0000000010624,EBMSM0000000010624,456856,1,1,399051,Solanetta_rnn_mantet,248156,248156,"Pyrausta aerealis (Hübner, 1793)","Pyrausta aerealis (Hübner, 1793)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248156
Pyrausta despicata,Pyrausta despicata,Pyrausta despicata,Pyrausta,Crambidae,Pyraustinae,Species,"(SCOPOLI, 1763)",EBMSM0000000010603,EBMSM0000000010603,456835,3,2,395725 | 399051,Voutenay_ThalOeufs | Solanetta_rnn_mantet,248146,248146,"Pyrausta despicata (Scopoli, 1763)","Pyrausta despicata (Scopoli, 1763)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248146
Scoparia ambigualis,Scoparia ambigualis,Scoparia ambigualis,Scoparia,Crambidae,Scopariinae,Species,"(TREITSCHKE, 1829)",EBMSM0000000010205,EBMSM0000000010205,456437,1,1,395447,Sur Mancy (Macornay),248354,248354,"Scoparia ambigualis (Treitschke, 1829)","Scoparia ambigualis (Treitschke, 1829)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248354
Scoparia pyralella,Scoparia pyralella,Scoparia pyralella,Scoparia,Crambidae,Scopariinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000010209,EBMSM0000000010209,456441,1,1,399055,Sous_col_mantet,248357,248357,"Scoparia pyralella (Denis & Schiffermüller, 1775)","Scoparia pyralella (Denis & Schiffermüller, 1775)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248357
Sitochroa palealis,Sitochroa palealis,Sitochroa palealis,Sitochroa,Crambidae,Pyraustinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000010629,EBMSM0000000010629,456861,1,1,396800,Bure - Oeuf,248137,248137,"Sitochroa palealis (Denis & Schiffermüller, 1775)","Sitochroa palealis (Denis & Schiffermüller, 1775)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248137
Sitochroa verticalis,Sitochroa verticalis,Sitochroa verticalis,Sitochroa,Crambidae,Pyraustinae,Species,"(LINNAEUS, 1758)",EBMSM0000000010631,EBMSM0000000010631,456863,1,1,395764,Voutenay_Thalsansoeufs02,248138,248138,"Sitochroa verticalis (Linnaeus, 1758)","Sitochroa verticalis (Linnaeus, 1758)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248138
Udea ferrugalis,Udea ferrugalis,Udea ferrugalis,Udea,Crambidae,Spilomelinae,Species,"(HÜBNER, [1796])",EBMSM0000000010667,EBMSM0000000010667,456899,1,1,395764,Voutenay_Thalsansoeufs02,248172,248172,"Udea ferrugalis (Hübner, 1796)","Udea ferrugalis (Hübner, 1796)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248172
Udea fulvalis,Udea fulvalis,Udea fulvalis,Udea,Crambidae,Spilomelinae,Species,"(HÜBNER, [1809])",EBMSM0000000010673,EBMSM0000000010673,456905,1,1,395764,Voutenay_Thalsansoeufs02,248173,248173,"Udea fulvalis (Hübner, 1809)","Udea fulvalis (Hübner, 1809)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248173
Udea lutealis,Udea lutealis,Udea lutealis,Udea,Crambidae,Spilomelinae,Species,"(HÜBNER, [1809])",EBMSM0000000010680,EBMSM0000000010680,456912,1,1,395764,Voutenay_Thalsansoeufs02,248177,248177,"Udea lutealis (Hübner, 1809)","Udea lutealis (Hübner, 1809)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248177
Udea olivalis,Udea olivalis,Udea olivalis,Udea,Crambidae,Spilomelinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000010691,EBMSM0000000010691,456923,2,2,396020 | 396022,Remoray forêt1 vide | Remoray forêt2 oeufs,248193,248193,"Udea olivalis (Denis & Schiffermüller, 1775)","Udea olivalis (Denis & Schiffermüller, 1775)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248193
Udea prunalis,Udea prunalis,Udea prunalis,Udea,Crambidae,Spilomelinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000010685,EBMSM0000000010685,456917,1,1,395813,La Truchère_tourbière,248179,248179,"Udea prunalis (Denis & Schiffermüller, 1775)","Udea prunalis (Denis & Schiffermüller, 1775)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248179
Uresiphita gilvata,Uresiphita gilvata,Uresiphita gilvata,Uresiphita,Crambidae,Pyraustinae,Species,"(FABRICIUS, 1794)",EBMSM0000000010626,EBMSM0000000010626,456858,1,1,396710,Piège 1 - cariçaie - marais de Saône,248140,248140,"Uresiphita gilvata (Fabricius, 1794)","Uresiphita gilvata (Fabricius, 1794)",species,Crambidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248140
Cilix glaucata,Cilix glaucata,Cilix glaucata,Cilix,Drepanidae,Drepaninae,Species,"(SCOPOLI, 1763)",EBMSM0000000010821,EBMSM0000000010821,457053,8,6,395725 | 395764 | 395885 | 396414 | 396416 | 397624,Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | Comolle 1 | Varennes 1 | Varennes 2 | Mesves_IDB2,248384,248384,"Cilix glaucata (Scopoli, 1763)","Cilix glaucata (Scopoli, 1763)",species,Drepanidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248384
Drepana curvatula,Drepana curvatula,Drepana curvatula,Drepana,Drepanidae,Drepaninae,Species,"(BORKHAUSEN, 1790)",EBMSM0000000010815,EBMSM0000000010815,457047,5,4,394742 | 396584 | 396712 | 397631,Vernay 1 | Montmain 1 | Piège 2 - aulnaie - marais de Saône | Vernay 2,248386,248386,"Drepana curvatula (Borkhausen, 1790)","Drepana curvatula (Borkhausen, 1790)",species,Drepanidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248386
Drepana falcataria,Drepana falcataria,Drepana falcataria,Drepana,Drepanidae,Drepaninae,Species,"(LINNAEUS, 1758)",EBMSM0000000010817,EBMSM0000000010817,457049,6,5,394742 | 396584 | 396712 | 397629 | 397630,Vernay 1 | Montmain 1 | Piège 2 - aulnaie - marais de Saône | Maire 1 | Maire 2,248387,248387,"Drepana falcataria (Linnaeus, 1758)","Drepana falcataria (Linnaeus, 1758)",species,Drepanidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248387
Falcaria lacertinaria,Falcaria lacertinaria,Falcaria lacertinaria,Falcaria,Drepanidae,Drepaninae,Species,"(LINNAEUS, 1758)",EBMSM0000000010808,EBMSM0000000010808,457040,4,2,395813 | 396585,La Truchère_tourbière | Montmain 2,248391,248391,"Falcaria lacertinaria (Linnaeus, 1758)","Falcaria lacertinaria (Linnaeus, 1758)",species,Drepanidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248391
Habrosyne pyritoides,Habrosyne pyritoides,Habrosyne pyritoides,Habrosyne,Drepanidae,Thyatirinae,Species,"(HUFNAGEL, 1766)",EBMSM0000000010789,EBMSM0000000010789,457021,33,20,394742 | 395447 | 395812 | 395813 | 395877 | 395878 | 395885 | 396020 | 396414 | 396416 | 396584 | 396710 | 396712 | 396714 | 396715 | 396800 | 397624 | 397629 | 397630 | 397631,Vernay 1 | Sur Mancy (Macornay) | La Truchère_dunes_boite_oeuf | La Truchère_tourbière | Piège 2 - boisement feuillus - Sauvagney | Piège 1 - boisement feuillus jeunes - Sauvagney | Comolle 1 | Remoray forêt1 vide | Varennes 1 | Varennes 2 | Montmain 1 | Piège 1 - cariçaie - marais de Saône | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Bure - Oeuf | Mesves_IDB2 | Maire 1 | Maire 2 | Vernay 2,248400,248400,"Habrosyne pyritoides (Hufnagel, 1766)","Habrosyne pyritoides (Hufnagel, 1766)",species,Drepanidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248400
Ochropacha duplaris,Ochropacha duplaris,Ochropacha duplaris,Ochropacha,Drepanidae,Thyatirinae,Species,"(LINNAEUS, 1761)",EBMSM0000000010797,EBMSM0000000010797,457029,10,7,395725 | 395813 | 395877 | 396584 | 396585 | 396712 | 396714,Voutenay_ThalOeufs | La Truchère_tourbière | Piège 2 - boisement feuillus - Sauvagney | Montmain 1 | Montmain 2 | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney,248396,248396,"Ochropacha duplaris (Linnaeus, 1761)","Ochropacha duplaris (Linnaeus, 1761)",species,Drepanidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248396
Polyploca ridens,Polyploca ridens,Polyploca ridens,Polyploca,Drepanidae,Thyatirinae,Species,"(FABRICIUS, 1787)",EBMSM0000000010801,EBMSM0000000010801,457033,1,1,395764,Voutenay_Thalsansoeufs02,248394,248394,"Polyploca ridens (Fabricius, 1787)","Polyploca ridens (Fabricius, 1787)",species,Drepanidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248394
Tethea or,Tethea or,Tethea or,Tethea,Drepanidae,Thyatirinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000010793,EBMSM0000000010793,457025,4,3,395878 | 396715 | 399051,Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Solanetta_rnn_mantet,248399,248399,"Tethea or (Denis & Schiffermüller, 1775)","Tethea or (Denis & Schiffermüller, 1775)",species,Drepanidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248399
Tetheella fluctuosa,Tetheella fluctuosa,Tetheella fluctuosa,Tetheella,Drepanidae,Thyatirinae,Species,"(HÜBNER, [1800-1803])",EBMSM0000000010795,EBMSM0000000010795,457027,1,1,396584,Montmain 1,248397,248397,"Tetheella fluctuosa (Hübner, 1803)","Tetheella fluctuosa (Hübner, 1803)",species,Drepanidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248397
Thyatira batis,Thyatira batis,Thyatira batis,Thyatira,Drepanidae,Thyatirinae,Species,"(LINNAEUS, 1758)",EBMSM0000000010787,EBMSM0000000010787,457019,11,9,395813 | 395877 | 395878 | 396416 | 396584 | 396712 | 396714 | 396715 | 396800,La Truchère_tourbière | Piège 2 - boisement feuillus - Sauvagney | Piège 1 - boisement feuillus jeunes - Sauvagney | Varennes 2 | Montmain 1 | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Bure - Oeuf,248401,248401,"Thyatira batis (Linnaeus, 1758)","Thyatira batis (Linnaeus, 1758)",species,Drepanidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248401
Watsonalla binaria,Watsonalla binaria,Watsonalla binaria,Watsonalla,Drepanidae,Drepaninae,Species,"(HUFNAGEL, 1767)",EBMSM0000000010810,EBMSM0000000010810,457042,12,12,394742 | 395764 | 395885 | 396416 | 396584 | 396585 | 396714 | 396715 | 396795 | 396800 | 397629 | 397630,Vernay 1 | Voutenay_Thalsansoeufs02 | Comolle 1 | Varennes 2 | Montmain 1 | Montmain 2 | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Bure - sans-oeuf | Bure - Oeuf | Maire 1 | Maire 2,248388,248388,"Watsonalla binaria (Hufnagel, 1767)","Watsonalla binaria (Hufnagel, 1767)",species,Drepanidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248388
Watsonalla cultraria,Watsonalla cultraria,Watsonalla cultraria,Watsonalla,Drepanidae,Drepaninae,Species,"(FABRICIUS, 1775)",EBMSM0000000010813,EBMSM0000000010813,457045,6,6,394742 | 396584 | 396585 | 396800 | 397629 | 397631,Vernay 1 | Montmain 1 | Montmain 2 | Bure - Oeuf | Maire 1 | Vernay 2,248390,248390,"Watsonalla cultraria (Fabricius, 1775)","Watsonalla cultraria (Fabricius, 1775)",species,Drepanidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248390
Ethmia bipunctella,Ethmia bipunctella,Ethmia bipunctella,Ethmia,Elachistidae,Ethmiinae,Species,"(FABRICIUS, 1775)",EBMSM0000000005163,EBMSM0000000005163,451395,1,1,399055,Sous_col_mantet,245881,245881,"Ethmia bipunctella (Fabricius, 1775)","Ethmia bipunctella (Fabricius, 1775)",species,Depressariidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/245881
Arctia caja,Arctia caja,Arctia caja,Arctia,Erebidae,Arctiinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012789,EBMSM0000000012789,459021,4,4,395813 | 396416 | 396800 | 399051,La Truchère_tourbière | Varennes 2 | Bure - Oeuf | Solanetta_rnn_mantet,249053,249053,"Arctia caja (Linnaeus, 1758)","Arctia caja (Linnaeus, 1758)",species,Erebidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249053
Arctia villica,Arctia villica,Arctia villica,Arctia,Erebidae,Arctiinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012793,EBMSM0000000012793,459025,3,3,395725 | 395764 | 397620,Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | Mesves_IDB1,249055,249055,"Arctia villica (Linnaeus, 1758)","Arctia villica (Linnaeus, 1758)",species,Erebidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249055
Arctornis l-nigrum,Arctornis l-nigrum,Arctornis l-nigrum,Arctornis,Erebidae,Lymantriinae,Species,"(MÜLLER, 1764)",EBMSM0000000012666,EBMSM0000000012666,458898,5,4,396584 | 396585 | 396714 | 396715,Montmain 1 | Montmain 2 | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney,249036,249036,"Arctornis l-nigrum (O.F. Müller, 1764)","Arctornis l-nigrum (O.F. Müller, 1764)",species,Erebidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249036
Atolmis rubricollis,Atolmis rubricollis,Atolmis rubricollis,Atolmis,Erebidae,Arctiinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012840,EBMSM0000000012840,459072,3,3,396584 | 397629 | 397630,Montmain 1 | Maire 1 | Maire 2,249105,249105,"Atolmis rubricollis (Linnaeus, 1758)","Atolmis rubricollis (Linnaeus, 1758)",species,Erebidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249105
Callimorpha dominula,Callimorpha dominula,Callimorpha dominula,Callimorpha,Erebidae,Arctiinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012813,EBMSM0000000012813,459045,1,1,395813,La Truchère_tourbière,249052,249052,"Callimorpha dominula (Linnaeus, 1758)","Callimorpha dominula (Linnaeus, 1758)",species,Erebidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249052
Calliteara pudibunda,Calliteara pudibunda,Calliteara pudibunda,Calliteara,Erebidae,Lymantriinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012694,EBMSM0000000012694,458926,25,18,395447 | 395763 | 395764 | 395812 | 395813 | 395877 | 395878 | 396020 | 396022 | 396584 | 396585 | 396712 | 396715 | 396795 | 396800 | 397629 | 397630 | 397631,Sur Mancy (Macornay) | Remoray Zh1 ouef | Voutenay_Thalsansoeufs02 | La Truchère_dunes_boite_oeuf | La Truchère_tourbière | Piège 2 - boisement feuillus - Sauvagney | Piège 1 - boisement feuillus jeunes - Sauvagney | Remoray forêt1 vide | Remoray forêt2 oeufs | Montmain 1 | Montmain 2 | Piège 2 - aulnaie - marais de Saône | Piège 2 - boisement feuillus - Sauvagney | Bure - sans-oeuf | Bure - Oeuf | Maire 1 | Maire 2 | Vernay 2,249032,249032,"Calliteara pudibunda (Linnaeus, 1758)","Calliteara pudibunda (Linnaeus, 1758)",species,Erebidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249032
Catephia alchymista,Catephia alchymista,Catephia alchymista,Catephia,Erebidae,Erebinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000013061,EBMSM0000000013061,459293,1,1,396715,Piège 2 - boisement feuillus - Sauvagney,249769,249769,"Catephia alchymista (Denis & Schiffermüller, 1775)","Catephia alchymista (Denis & Schiffermüller, 1775)",species,Erebidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249769
